id,name,score,timestamp,category,value
53287,ruCrQECU,73.26,2026-09-12,D,4640.57
2485,NWPcPUTi,10.49,2026-01-09,B,3663.01
90095,nbpuMNOo,60.01,2026-06-13,B,8271.04
68561,JvYLVTpQ,95.54,2026-12-04,A,3476.94
68136,YsLreGHn,11.79,2026-09-04,D,2970.34
77401,DRMrtFBN,48.37,2026-01-22,D,7280.45
44201,EgMuemrX,66.92,2026-11-05,B,4093.00
86268,JIKIunXF,10.79,2026-01-21,B,5049.27
2109,rgUXAiUq,26.11,2026-10-21,A,6252.78
30147,MrknPTBD,89.95,2026-07-24,B,5406.46
93656,nRypDOHY,74.94,2026-01-15,C,37.33
51796,RmhALBJa,27.56,2026-03-26,C,3071.79
13473,uMmWnraO,24.79,2026-07-06,B,1261.44
67602,exrtEYRX,99.63,2026-06-14,C,4775.71
17156,kAyTmsXO,30.16,2026-08-05,C,587.18
66081,gErmYugu,10.84,2026-12-15,A,5053.19
59347,AfuMfcVM,26.18,2026-03-20,B,4830.84
27313,
